TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,cos,0.35924932,0.3686327,0.49731904,0.3686327,0.49731904,0.46246648,0.35924932,0.46246648
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,sin,0.021447722,0.35254693,0.1930295,0.35254693,0.1930295,0.46648794,0.021447722,0.46648794
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,div,0.006702413,0.47855228,0.9932976,0.47855228,0.9932976,0.5455764,0.006702413,0.5455764
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,z,0.4463807,0.5630027,0.51340485,0.5630027,0.51340485,0.64209116,0.4463807,0.64209116
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,plus,0.29490617,0.36461127,0.33512065,0.36461127,0.33512065,0.43565685,0.29490617,0.43565685
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,theta,0.20911528,0.35120642,0.27211797,0.35120642,0.27211797,0.45844504,0.20911528,0.45844504
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,theta,0.5107239,0.34316355,0.5844504,0.34316355,0.5844504,0.46380696,0.5107239,0.46380696
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,plus,0.27345845,0.5563003,0.3150134,0.5563003,0.3150134,0.6193029,0.27345845,0.6193029
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,plus,0.60053617,0.36729223,0.6689008,0.36729223,0.6689008,0.45174262,0.60053617,0.45174262
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,plus,0.39276138,0.5616622,0.44101876,0.5616622,0.44101876,0.6300268,0.39276138,0.6300268
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,y,0.32037532,0.5522788,0.38873994,0.5522788,0.38873994,0.65683645,0.32037532,0.65683645
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,x,0.20375335,0.54423594,0.27479893,0.54423594,0.27479893,0.6233244,0.20375335,0.6233244
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,tan,0.6836461,0.34986594,0.84316355,0.34986594,0.84316355,0.45576409,0.6836461,0.45576409
TRAIN,gs://latex5/TrainData2_6_sub_13-2020-06-05T02:28:12.084Z.png,theta,0.86327076,0.35924932,0.9142091,0.35924932,0.9142091,0.44772118,0.86327076,0.44772118
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,1,0.06970509,0.5147453,0.097855225,0.5147453,0.097855225,0.5469169,0.06970509,0.5469169
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,z,0.89544237,0.4383378,0.95576406,0.4383378,0.95576406,0.51340485,0.89544237,0.51340485
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,2,0.63136727,0.5067024,0.66219836,0.5067024,0.66219836,0.54825735,0.63136727,0.54825735
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,plus,0.6702413,0.4463807,0.74396783,0.4463807,0.74396783,0.5308311,0.6702413,0.5308311
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,x,0.001340483,0.461126,0.06702413,0.461126,0.06702413,0.5469169,0.001340483,0.5469169
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,x,0.18632708,0.4530831,0.25871313,0.4530831,0.25871313,0.53485256,0.18632708,0.53485256
TRAIN,gs://latex5/TrainData2_2_sub_17-2020-06-05T02:28:12.084Z.png,plus,0.30294907,0.4544236,0.37533513,0.4544236,0.37533513,0.5254692,0.30294907,0.5254692
